Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
652-16-5068,C,Naypyitaw,Member,Female,Fashion accessories,83.14,1,4.157,87.297,02/12/2019,15:15,Ewallet,83.14,4.761905,4.157,5.4
153-91-3318,C,Naypyitaw,Member,Female,Food and beverages,38.95,8,15.58,327.18,01/09/2019,17:04,Ewallet,311.6,4.761905,15.58,7.8
418-31-4236,A,Yangon,Member,Male,Electronic accessories,63.34,4,12.668,266.028,01/11/2019,16:46,Cash,253.36,4.761905,12.668,5.4
181-56-7524,A,Yangon,Normal,Male,Food and beverages,32.41,5,8.1025,170.1525,03/23/2019,13:17,Cash,162.05,4.761905,8.1025,7.5
537-20-5918,B,Mandalay,Member,Female,Sports and travel,48.04,10,24.02,504.42,01/20/2019,17:01,Cash,480.4,4.761905,24.02,8.4
173-52-3238,C,Naypyitaw,Member,Male,Home and lifestyle,44.24,5,11.06,232.26,02/18/2019,18:38,Cash,221.2,4.761905,11.06,6.7
525-60-7113,C,Naypyitaw,Normal,Male,Electronic accessories,92.45,1,4.6225,97.0725,03/06/2019,15:31,Cash,92.45,4.761905,4.6225,4.1
266-34-8148,B,Mandalay,Normal,Female,Fashion accessories,98.88,2,9.888,207.648,01/05/2019,11:24,Credit card,197.76,4.761905,9.888,6.5
135-56-1462,B,Mandalay,Normal,Female,Fashion accessories,71.96,1,3.598,75.558,02/24/2019,13:15,Cash,71.96,4.761905,3.598,7.9
112-24-2512,C,Naypyitaw,Member,Female,Food and beverages,50.99,3,7.6485,160.6185,03/19/2019,19:42,Ewallet,152.97,4.761905,7.6485,5.5
358-98-5951,C,Naypyitaw,Normal,Female,Fashion accessories,62.75,2,6.275,131.775,01/25/2019,16:10,Cash,125.5,4.761905,6.275,7.1
375-36-7520,C,Naypyitaw,Normal,Female,Fashion accessories,47.04,2,4.704,98.784,03/15/2019,15:52,Ewallet,94.08,4.761905,4.704,4.7
770-46-8060,C,Naypyitaw,Normal,Male,Electronic accessories,83.48,1,4.174,87.654,03/31/2019,16:33,Cash,83.48,4.761905,4.174,4.6
933-37-4041,A,Yangon,Member,Female,Electronic accessories,73.36,4,14.672,308.112,03/06/2019,11:28,Credit card,293.44,4.761905,14.672,6.9
270-20-5802,A,Yangon,Member,Male,Electronic accessories,33.34,7,11.669,245.049,03/21/2019,11:55,Credit card,233.38,4.761905,11.669,6.6
109-17-5359,A,Yangon,Normal,Male,Home and lifestyle,15.78,1,0.789,16.569,03/03/2019,17:43,Ewallet,15.78,4.761905,0.789,7.5
584-53-8036,A,Yangon,Member,Male,Electronic accessories,57.01,1,2.8505,59.8605,03/08/2019,14:59,Cash,57.01,4.761905,2.8505,6.3
994-52-2641,B,Mandalay,Normal,Female,Home and lifestyle,83.52,6,25.056,526.176,02/18/2019,19:03,Cash,501.12,4.761905,25.056,8.0
869-41-7036,A,Yangon,Normal,Female,Fashion accessories,85.19,3,12.7785,268.3485,01/16/2019,18:17,Credit card,255.57,4.761905,12.7785,4.2
433-96-8279,B,Mandalay,Normal,Female,Fashion accessories,26.91,6,8.073,169.533,02/16/2019,10:51,Credit card,161.46,4.761905,8.073,4.1
202-59-5814,A,Yangon,Normal,Female,Fashion accessories,65.13,2,6.513,136.773,03/02/2019,20:54,Credit card,130.26,4.761905,6.513,6.1
661-69-3753,C,Naypyitaw,Member,Male,Food and beverages,88.86,9,39.987,839.727,03/05/2019,11:19,Credit card,799.74,4.761905,39.987,4.2
832-13-3625,B,Mandalay,Member,Female,Fashion accessories,58.66,4,11.732,246.372,03/26/2019,11:06,Cash,234.64,4.761905,11.732,5.3
647-91-9060,B,Mandalay,Normal,Female,Electronic accessories,74.73,8,29.892,627.732,03/27/2019,11:42,Ewallet,597.84,4.761905,29.892,9.7
860-58-8159,A,Yangon,Normal,Male,Food and beverages,78.97,10,39.485,829.185,02/13/2019,16:58,Credit card,789.7,4.761905,39.485,4.4
686-57-3087,A,Yangon,Member,Female,Health and beauty,36.19,2,3.619,75.999,03/17/2019,13:47,Ewallet,72.38,4.761905,3.619,4.5
916-96-3069,B,Mandalay,Normal,Male,Home and lifestyle,15.57,9,7.0065,147.1365,02/19/2019,16:20,Cash,140.13,4.761905,7.0065,5.1
566-28-5643,C,Naypyitaw,Member,Male,Sports and travel,10.83,8,4.332,90.972,02/07/2019,13:31,Credit card,86.64,4.761905,4.332,5.9
606-47-7171,A,Yangon,Member,Female,Home and lifestyle,55.21,2,5.521,115.941,03/15/2019,17:40,Ewallet,110.42,4.761905,5.521,5.6
844-60-5900,A,Yangon,Normal,Male,Fashion accessories,28.96,4,5.792,121.632,01/07/2019,12:54,Cash,115.84,4.761905,5.792,8.2
640-46-5626,C,Naypyitaw,Member,Male,Food and beverages,45.31,7,15.8585,333.0285,02/14/2019,16:25,Ewallet,317.17,4.761905,15.8585,8.1
267-83-3253,C,Naypyitaw,Member,Female,Health and beauty,21.78,10,10.89,228.69,01/07/2019,14:29,Credit card,217.8,4.761905,10.89,9.2
204-96-3418,B,Mandalay,Normal,Female,Electronic accessories,28.88,4,5.776,121.296,01/02/2019,15:46,Credit card,115.52,4.761905,5.776,8.4
446-85-8107,B,Mandalay,Normal,Male,Health and beauty,18.64,8,7.456,156.576,01/07/2019,11:32,Credit card,149.12,4.761905,7.456,5.1
863-58-2468,A,Yangon,Normal,Male,Health and beauty,20.69,7,7.2415,152.0715,03/30/2019,19:11,Credit card,144.83,4.761905,7.2415,6.9
756-95-9351,B,Mandalay,Normal,Female,Fashion accessories,68.79,6,20.637,433.377,01/15/2019,11:07,Cash,412.74,4.761905,20.637,4.1
819-65-5888,A,Yangon,Member,Female,Home and lifestyle,72.44,2,7.244,152.124,01/24/2019,16:30,Credit card,144.88,4.761905,7.244,8.8
937-78-9684,C,Naypyitaw,Member,Male,Home and lifestyle,15.71,9,7.0695,148.4595,03/31/2019,10:25,Credit card,141.39,4.761905,7.0695,5.1
557-50-3015,B,Mandalay,Member,Male,Electronic accessories,96.91,2,9.691,203.511,03/18/2019,12:00,Credit card,193.82,4.761905,9.691,5.1
405-56-9919,A,Yangon,Member,Male,Fashion accessories,24.51,9,11.0295,231.6195,01/05/2019,11:07,Credit card,220.59,4.761905,11.0295,5.5
243-83-9035,A,Yangon,Normal,Male,Electronic accessories,37.05,9,16.6725,350.1225,02/07/2019,20:34,Cash,333.45,4.761905,16.6725,9.4
292-28-5910,C,Naypyitaw,Normal,Female,Food and beverages,58.44,4,11.688,245.448,03/26/2019,10:15,Ewallet,233.76,4.761905,11.688,8.1
366-58-3675,A,Yangon,Member,Male,Food and beverages,42.32,3,6.348,133.308,02/24/2019,11:35,Cash,126.96,4.761905,6.348,8.4
748-99-4156,B,Mandalay,Normal,Male,Home and lifestyle,70.89,3,10.6335,223.3035,01/10/2019,20:46,Cash,212.67,4.761905,10.6335,7.2
353-19-5425,C,Naypyitaw,Normal,Male,Sports and travel,83.94,6,25.182,528.822,02/25/2019,16:01,Credit card,503.64,4.761905,25.182,10.0
380-11-2604,A,Yangon,Member,Female,Health and beauty,39.64,2,3.964,83.244,02/12/2019,14:09,Ewallet,79.28,4.761905,3.964,6.2
197-77-6716,B,Mandalay,Member,Female,Health and beauty,80.45,2,8.045,168.945,02/09/2019,19:52,Cash,160.9,4.761905,8.045,5.1
794-78-7597,C,Naypyitaw,Normal,Female,Food and beverages,18.92,1,0.946,19.866,02/19/2019,12:22,Credit card,18.92,4.761905,0.946,5.0
373-16-7064,B,Mandalay,Member,Female,Health and beauty,71.8,3,10.77,226.17,01/19/2019,16:36,Credit card,215.4,4.761905,10.77,7.9
538-76-4748,C,Naypyitaw,Member,Female,Fashion accessories,51.2,8,20.48,430.08,03/01/2019,18:18,Cash,409.6,4.761905,20.48,9.9
689-17-2385,B,Mandalay,Member,Female,Sports and travel,79.35,2,7.935,166.635,01/10/2019,13:05,Ewallet,158.7,4.761905,7.935,7.8
801-96-9722,C,Naypyitaw,Normal,Female,Health and beauty,96.59,7,33.8065,709.9365,01/18/2019,17:31,Credit card,676.13,4.761905,33.8065,8.1
350-94-9652,C,Naypyitaw,Member,Female,Health and beauty,65.47,1,3.2735,68.7435,03/31/2019,18:47,Cash,65.47,4.761905,3.2735,8.3
626-55-1834,C,Naypyitaw,Member,Female,Electronic accessories,70.71,9,31.8195,668.2095,01/23/2019,11:23,Ewallet,636.39,4.761905,31.8195,9.4
971-25-5752,B,Mandalay,Normal,Female,Electronic accessories,43.6,2,4.36,91.56,03/28/2019,13:53,Credit card,87.2,4.761905,4.36,6.0
574-89-8999,B,Mandalay,Normal,Female,Home and lifestyle,29.18,10,14.59,306.39,02/09/2019,20:32,Ewallet,291.8,4.761905,14.59,6.4
290-61-6808,A,Yangon,Normal,Male,Food and beverages,51.43,5,12.8575,270.0075,01/01/2019,15:56,Credit card,257.15,4.761905,12.8575,6.1
107-29-5098,A,Yangon,Member,Female,Sports and travel,27.78,9,12.501,262.521,01/20/2019,16:07,Cash,250.02,4.761905,12.501,7.1
772-66-3651,A,Yangon,Normal,Female,Home and lifestyle,36.94,7,12.929,271.509,03/10/2019,14:06,Cash,258.58,4.761905,12.929,9.4
531-52-1517,A,Yangon,Normal,Female,Health and beauty,42.33,4,8.466,177.786,02/06/2019,10:08,Cash,169.32,4.761905,8.466,4.7
831-26-6322,A,Yangon,Member,Female,Fashion accessories,98.46,2,9.846,206.766,03/12/2019,17:51,Credit card,196.92,4.761905,9.846,6.5
342-16-6605,B,Mandalay,Normal,Male,Health and beauty,96.19,1,4.8095,100.9995,02/14/2019,18:00,Credit card,96.19,4.761905,4.8095,4.8
846-75-4061,B,Mandalay,Member,Female,Sports and travel,36.05,8,14.42,302.82,02/24/2019,13:39,Ewallet,288.4,4.761905,14.42,4.5
901-23-9230,A,Yangon,Normal,Male,Home and lifestyle,99.48,4,19.896,417.816,02/24/2019,13:30,Credit card,397.92,4.761905,19.896,8.0
296-28-7984,C,Naypyitaw,Member,Male,Food and beverages,66.6,3,9.99,209.79,01/17/2019,16:02,Cash,199.8,4.761905,9.99,5.4
536-71-2005,A,Yangon,Member,Male,Health and beauty,44.23,9,19.9035,417.9735,03/23/2019,13:14,Cash,398.07,4.761905,19.9035,5.8
148-33-1669,C,Naypyitaw,Normal,Male,Home and lifestyle,19.9,6,5.97,125.37,02/14/2019,16:15,Cash,119.4,4.761905,5.97,5.7
603-56-6476,A,Yangon,Member,Female,Electronic accessories,35.68,5,8.92,187.32,01/13/2019,16:11,Cash,178.4,4.761905,8.92,9.5
929-56-9664,B,Mandalay,Member,Male,Fashion accessories,11.23,9,5.0535,106.1235,01/17/2019,15:23,Credit card,101.07,4.761905,5.0535,8.6
716-25-1672,C,Naypyitaw,Normal,Male,Fashion accessories,34.84,10,17.42,365.82,01/14/2019,12:40,Credit card,348.4,4.761905,17.42,6.3
842-70-4309,C,Naypyitaw,Member,Male,Fashion accessories,50.12,2,5.012,105.252,03/11/2019,19:21,Cash,100.24,4.761905,5.012,4.4
559-90-2923,C,Naypyitaw,Member,Male,Electronic accessories,27.25,9,12.2625,257.5125,03/13/2019,15:57,Cash,245.25,4.761905,12.2625,8.3
232-47-1744,B,Mandalay,Member,Female,Sports and travel,57.14,9,25.713,539.973,01/22/2019,19:17,Credit card,514.26,4.761905,25.713,8.7
868-75-7293,C,Naypyitaw,Member,Male,Fashion accessories,83.31,8,33.324,699.804,03/07/2019,11:10,Cash,666.48,4.761905,33.324,8.1
109-75-8461,C,Naypyitaw,Normal,Female,Food and beverages,34.43,3,5.1645,108.4545,03/15/2019,13:37,Credit card,103.29,4.761905,5.1645,4.0
343-47-1640,C,Naypyitaw,Normal,Female,Electronic accessories,36.67,5,9.1675,192.5175,01/22/2019,13:02,Credit card,183.35,4.761905,9.1675,7.3
101-93-6692,C,Naypyitaw,Member,Female,Electronic accessories,34.34,1,1.717,36.057,02/01/2019,13:34,Ewallet,34.34,4.761905,1.717,7.9
401-51-1938,C,Naypyitaw,Normal,Female,Health and beauty,95.18,9,42.831,899.451,01/18/2019,16:57,Credit card,856.62,4.761905,42.831,5.6
208-98-7258,C,Naypyitaw,Member,Female,Electronic accessories,75.74,5,18.935,397.635,01/03/2019,18:42,Credit card,378.7,4.761905,18.935,5.1
337-65-7039,C,Naypyitaw,Normal,Male,Sports and travel,29.86,5,7.465,156.765,03/22/2019,16:09,Cash,149.3,4.761905,7.465,5.2
846-33-5621,A,Yangon,Normal,Male,Sports and travel,26.34,3,3.951,82.971,01/23/2019,13:36,Cash,79.02,4.761905,3.951,8.9
565-92-7594,A,Yangon,Normal,Male,Electronic accessories,83.57,10,41.785,877.485,01/19/2019,11:27,Ewallet,835.7,4.761905,41.785,5.1
235-41-2369,A,Yangon,Member,Male,Food and beverages,18.98,7,6.643,139.503,01/02/2019,20:59,Ewallet,132.86,4.761905,6.643,4.1
591-82-8279,B,Mandalay,Member,Male,Health and beauty,96.19,2,9.619,201.999,02/13/2019,11:12,Ewallet,192.38,4.761905,9.619,7.3
121-15-2684,A,Yangon,Normal,Female,Sports and travel,23.91,1,1.1955,25.1055,02/04/2019,20:34,Ewallet,23.91,4.761905,1.1955,7.3
494-28-6788,C,Naypyitaw,Normal,Male,Food and beverages,89.78,7,31.423,659.883,01/29/2019,10:14,Cash,628.46,4.761905,31.423,4.9
465-19-6467,C,Naypyitaw,Normal,Male,Fashion accessories,44.63,2,4.463,93.723,01/15/2019,13:06,Cash,89.26,4.761905,4.463,7.0
535-29-5940,A,Yangon,Normal,Male,Health and beauty,64.41,3,9.6615,202.8915,02/12/2019,19:11,Credit card,193.23,4.761905,9.6615,6.6
982-29-3401,C,Naypyitaw,Normal,Female,Health and beauty,34.4,8,13.76,288.96,02/03/2019,11:50,Ewallet,275.2,4.761905,13.76,8.0
385-28-2481,B,Mandalay,Member,Female,Sports and travel,74.92,8,29.968,629.328,01/15/2019,19:27,Credit card,599.36,4.761905,29.968,8.9
441-27-5028,B,Mandalay,Member,Male,Sports and travel,41.73,8,16.692,350.532,03/30/2019,16:38,Credit card,333.84,4.761905,16.692,6.5
832-63-9633,B,Mandalay,Normal,Female,Food and beverages,58.04,9,26.118,548.478,01/30/2019,16:05,Credit card,522.36,4.761905,26.118,7.2
236-24-1976,C,Naypyitaw,Member,Male,Electronic accessories,42.55,4,8.51,178.71,01/03/2019,15:35,Cash,170.2,4.761905,8.51,10.0
157-27-2920,B,Mandalay,Normal,Male,Home and lifestyle,51.43,9,23.1435,486.0135,02/23/2019,13:13,Ewallet,462.87,4.761905,23.1435,9.8
175-71-3591,C,Naypyitaw,Member,Female,Fashion accessories,12.37,7,4.3295,90.9195,03/31/2019,11:42,Credit card,86.59,4.761905,4.3295,6.2
581-27-9641,A,Yangon,Member,Female,Electronic accessories,17.11,2,1.711,35.931,02/23/2019,12:48,Ewallet,34.22,4.761905,1.711,4.1
259-17-1526,C,Naypyitaw,Normal,Female,Sports and travel,75.03,8,30.012,630.252,03/30/2019,10:18,Ewallet,600.24,4.761905,30.012,8.7
685-74-6014,C,Naypyitaw,Member,Male,Health and beauty,45.68,7,15.988,335.748,02/28/2019,18:45,Cash,319.76,4.761905,15.988,8.1
157-38-7427,C,Naypyitaw,Member,Female,Electronic accessories,34.46,2,3.446,72.366,01/17/2019,13:25,Credit card,68.92,4.761905,3.446,7.1
762-64-4190,A,Yangon,Member,Female,Sports and travel,38.19,7,13.3665,280.6965,01/22/2019,10:51,Cash,267.33,4.761905,13.3665,9.0
166-37-1179,B,Mandalay,Member,Male,Health and beauty,42.64,6,12.792,268.632,02/06/2019,12:34,Ewallet,255.84,4.761905,12.792,4.2
909-71-1748,B,Mandalay,Member,Male,Fashion accessories,93.63,4,18.726,393.246,03/14/2019,19:02,Credit card,374.52,4.761905,18.726,5.6
869-60-6830,A,Yangon,Normal,Male,Home and lifestyle,10.76,6,3.228,67.788,02/20/2019,18:12,Cash,64.56,4.761905,3.228,8.5
588-85-1612,A,Yangon,Member,Female,Sports and travel,90.69,9,40.8105,857.0205,01/20/2019,10:37,Cash,816.21,4.761905,40.8105,4.6
769-28-3638,B,Mandalay,Member,Male,Fashion accessories,51.68,2,5.168,108.528,01/30/2019,13:51,Credit card,103.36,4.761905,5.168,9.7
892-97-7350,C,Naypyitaw,Normal,Female,Electronic accessories,40.51,6,12.153,255.213,02/25/2019,10:57,Credit card,243.06,4.761905,12.153,7.7
660-21-9174,A,Yangon,Member,Male,Electronic accessories,61.02,8,24.408,512.568,01/02/2019,12:49,Cash,488.16,4.761905,24.408,4.6
172-32-8548,A,Yangon,Normal,Female,Electronic accessories,94.07,3,14.1105,296.3205,03/15/2019,15:22,Ewallet,282.21,4.761905,14.1105,4.4
979-46-7568,B,Mandalay,Normal,Female,Sports and travel,68.53,3,10.2795,215.8695,03/14/2019,17:02,Cash,205.59,4.761905,10.2795,9.6
618-67-5306,B,Mandalay,Member,Female,Home and lifestyle,56.12,10,28.06,589.26,02/17/2019,11:43,Cash,561.2,4.761905,28.06,9.7
683-61-2195,C,Naypyitaw,Member,Male,Fashion accessories,81.15,9,36.5175,766.8675,01/14/2019,14:24,Ewallet,730.35,4.761905,36.5175,4.0
284-23-7503,A,Yangon,Normal,Female,Fashion accessories,18.42,8,7.368,154.728,03/10/2019,17:06,Ewallet,147.36,4.761905,7.368,6.8
587-24-5560,B,Mandalay,Member,Female,Home and lifestyle,15.8,6,4.74,99.54,03/04/2019,13:44,Credit card,94.8,4.761905,4.74,10.0
163-56-8046,B,Mandalay,Member,Male,Sports and travel,23.1,4,4.62,97.02,01/05/2019,19:49,Cash,92.4,4.761905,4.62,5.9
170-45-7636,B,Mandalay,Member,Male,Electronic accessories,88.12,7,30.842,647.682,03/23/2019,12:05,Ewallet,616.84,4.761905,30.842,5.6
450-48-3695,A,Yangon,Normal,Female,Sports and travel,57.23,5,14.3075,300.4575,01/07/2019,11:57,Cash,286.15,4.761905,14.3075,5.1
684-59-1162,A,Yangon,Normal,Female,Sports and travel,52.79,3,7.9185,166.2885,02/25/2019,15:58,Credit card,158.37,4.761905,7.9185,9.8
569-28-9182,C,Naypyitaw,Member,Male,Fashion accessories,70.12,10,35.06,736.26,03/27/2019,15:00,Ewallet,701.2,4.761905,35.06,4.9
692-22-1597,B,Mandalay,Member,Female,Home and lifestyle,56.86,1,2.843,59.703,01/17/2019,20:28,Credit card,56.86,4.761905,2.843,9.9
795-83-1235,A,Yangon,Member,Female,Fashion accessories,59.15,3,8.8725,186.3225,01/28/2019,15:13,Ewallet,177.45,4.761905,8.8725,7.6
523-62-6762,B,Mandalay,Normal,Male,Home and lifestyle,90.7,9,40.815,857.115,01/16/2019,17:41,Cash,816.3,4.761905,40.815,8.9
655-65-7251,B,Mandalay,Normal,Female,Health and beauty,93.37,8,37.348,784.308,01/23/2019,18:38,Ewallet,746.96,4.761905,37.348,6.6
731-62-2698,B,Mandalay,Normal,Female,Fashion accessories,65.83,2,6.583,138.243,01/14/2019,11:41,Ewallet,131.66,4.761905,6.583,10.0
664-58-2875,B,Mandalay,Member,Female,Food and beverages,62.31,1,3.1155,65.4255,02/23/2019,13:14,Cash,62.31,4.761905,3.1155,8.0
900-38-9315,A,Yangon,Normal,Male,Home and lifestyle,97.09,8,38.836,815.556,03/24/2019,16:00,Cash,776.72,4.761905,38.836,6.5
126-29-7134,B,Mandalay,Normal,Female,Home and lifestyle,85.46,7,29.911,628.131,01/01/2019,16:02,Ewallet,598.22,4.761905,29.911,8.0
502-16-8030,C,Naypyitaw,Normal,Female,Electronic accessories,96.32,7,33.712,707.952,02/20/2019,13:39,Credit card,674.24,4.761905,33.712,5.5
616-25-7422,A,Yangon,Normal,Male,Sports and travel,91.38,9,41.121,863.541,01/30/2019,11:45,Ewallet,822.42,4.761905,41.121,5.0
256-13-9907,C,Naypyitaw,Normal,Male,Home and lifestyle,28.34,2,2.834,59.514,01/02/2019,20:49,Credit card,56.68,4.761905,2.834,4.2
327-48-4175,A,Yangon,Normal,Male,Fashion accessories,76.08,8,30.432,639.072,02/15/2019,12:15,Credit card,608.64,4.761905,30.432,7.8
693-23-2817,C,Naypyitaw,Member,Female,Home and lifestyle,69.33,5,17.3325,363.9825,01/19/2019,20:01,Credit card,346.65,4.761905,17.3325,4.5
500-22-9045,B,Mandalay,Member,Male,Electronic accessories,35.42,3,5.313,111.573,03/05/2019,15:58,Ewallet,106.26,4.761905,5.313,4.6
748-67-3639,A,Yangon,Normal,Male,Sports and travel,96.33,2,9.633,202.293,02/23/2019,16:56,Cash,192.66,4.761905,9.633,5.3
728-86-9953,A,Yangon,Normal,Male,Electronic accessories,69.37,10,34.685,728.385,01/16/2019,15:22,Cash,693.7,4.761905,34.685,9.1
321-56-2880,A,Yangon,Member,Female,Health and beauty,27.36,1,1.368,28.728,03/08/2019,18:48,Ewallet,27.36,4.761905,1.368,7.2
825-80-5822,A,Yangon,Member,Female,Electronic accessories,29.78,3,4.467,93.807,03/03/2019,13:05,Cash,89.34,4.761905,4.467,5.6
387-60-2685,B,Mandalay,Normal,Female,Food and beverages,95.17,4,19.034,399.714,01/26/2019,20:54,Credit card,380.68,4.761905,19.034,5.5
378-50-2762,C,Naypyitaw,Normal,Male,Electronic accessories,95.84,8,38.336,805.056,02/27/2019,16:38,Credit card,766.72,4.761905,38.336,6.6
623-42-7714,C,Naypyitaw,Normal,Female,Electronic accessories,61.04,6,18.312,384.552,01/09/2019,17:10,Ewallet,366.24,4.761905,18.312,9.4
320-94-7089,B,Mandalay,Normal,Female,Health and beauty,20.32,6,6.096,128.016,01/24/2019,15:15,Ewallet,121.92,4.761905,6.096,6.6
338-81-2085,B,Mandalay,Member,Female,Health and beauty,10.87,1,0.5435,11.4135,01/28/2019,17:36,Cash,10.87,4.761905,0.5435,8.3
761-63-8130,B,Mandalay,Normal,Male,Food and beverages,29.57,9,13.3065,279.4365,03/19/2019,20:04,Credit card,266.13,4.761905,13.3065,5.7
563-31-6355,B,Mandalay,Normal,Male,Electronic accessories,14.47,8,5.788,121.548,02/05/2019,16:07,Ewallet,115.76,4.761905,5.788,7.0
391-26-7599,C,Naypyitaw,Normal,Male,Food and beverages,11.91,1,0.5955,12.5055,03/15/2019,10:58,Cash,11.91,4.761905,0.5955,7.9
871-54-7559,A,Yangon,Member,Female,Fashion accessories,11.46,8,4.584,96.264,02/23/2019,14:17,Cash,91.68,4.761905,4.584,4.6
224-57-2683,A,Yangon,Normal,Female,Food and beverages,14.24,5,3.56,74.76,02/28/2019,17:54,Credit card,71.2,4.761905,3.56,8.2
295-57-9807,A,Yangon,Member,Male,Health and beauty,22.49,6,6.747,141.687,02/25/2019,13:10,Ewallet,134.94,4.761905,6.747,9.2
376-99-3790,A,Yangon,Member,Female,Health and beauty,19.97,5,4.9925,104.8425,02/12/2019,19:50,Cash,99.85,4.761905,4.9925,4.5
225-76-9644,A,Yangon,Normal,Male,Electronic accessories,38.74,3,5.811,122.031,02/22/2019,20:28,Credit card,116.22,4.761905,5.811,8.5
461-81-4971,A,Yangon,Normal,Female,Home and lifestyle,38.97,8,15.588,327.348,02/03/2019,14:45,Ewallet,311.76,4.761905,15.588,5.4
292-72-2712,C,Naypyitaw,Member,Male,Health and beauty,97.46,1,4.873,102.333,03/27/2019,13:29,Cash,97.46,4.761905,4.873,5.3
494-67-9412,B,Mandalay,Member,Female,Home and lifestyle,73.77,3,11.0655,232.3755,01/14/2019,12:14,Cash,221.31,4.761905,11.0655,9.1
572-23-2805,A,Yangon,Normal,Male,Health and beauty,35.01,3,5.2515,110.2815,03/15/2019,20:06,Ewallet,105.03,4.761905,5.2515,8.1
663-20-6806,A,Yangon,Member,Female,Electronic accessories,34.01,8,13.604,285.684,02/27/2019,15:16,Ewallet,272.08,4.761905,13.604,8.0
150-93-7267,B,Mandalay,Member,Male,Sports and travel,55.2,9,24.84,521.64,02/26/2019,14:23,Ewallet,496.8,4.761905,24.84,6.0
543-23-1817,C,Naypyitaw,Normal,Male,Home and lifestyle,27.05,3,4.0575,85.2075,03/09/2019,19:31,Credit card,81.15,4.761905,4.0575,7.6
382-38-7628,C,Naypyitaw,Member,Male,Electronic accessories,20.37,1,1.0185,21.3885,01/31/2019,11:34,Ewallet,20.37,4.761905,1.0185,7.5
394-86-5718,B,Mandalay,Normal,Male,Electronic accessories,76.05,5,19.0125,399.2625,01/22/2019,13:22,Credit card,380.25,4.761905,19.0125,7.0
797-18-3730,C,Naypyitaw,Member,Male,Electronic accessories,55.29,10,27.645,580.545,02/09/2019,13:10,Cash,552.9,4.761905,27.645,6.9
274-96-1159,A,Yangon,Normal,Female,Electronic accessories,96.6,8,38.64,811.44,01/03/2019,12:16,Ewallet,772.8,4.761905,38.64,6.6
397-39-9606,C,Naypyitaw,Normal,Female,Food and beverages,10.09,4,2.018,42.378,01/06/2019,10:36,Credit card,40.36,4.761905,2.018,6.8
598-42-6968,C,Naypyitaw,Member,Male,Health and beauty,19.0,6,5.7,119.7,02/14/2019,18:16,Credit card,114.0,4.761905,5.7,6.7
802-76-1339,B,Mandalay,Member,Female,Home and lifestyle,73.91,9,33.2595,698.4495,03/18/2019,17:07,Cash,665.19,4.761905,33.2595,8.6
541-56-4380,A,Yangon,Normal,Male,Fashion accessories,99.47,6,29.841,626.661,02/01/2019,19:47,Credit card,596.82,4.761905,29.841,7.0
997-77-3866,C,Naypyitaw,Member,Male,Sports and travel,67.49,5,16.8725,354.3225,03/28/2019,18:57,Cash,337.45,4.761905,16.8725,9.3
451-88-3014,B,Mandalay,Normal,Female,Sports and travel,63.02,5,15.755,330.855,01/06/2019,19:33,Credit card,315.1,4.761905,15.755,5.9
253-76-5747,B,Mandalay,Normal,Female,Home and lifestyle,19.92,1,0.996,20.916,03/29/2019,12:29,Credit card,19.92,4.761905,0.996,7.0
226-16-9001,C,Naypyitaw,Member,Female,Sports and travel,35.94,5,8.985,188.685,01/06/2019,13:18,Credit card,179.7,4.761905,8.985,4.1
904-74-3540,B,Mandalay,Member,Female,Home and lifestyle,69.42,1,3.471,72.891,01/18/2019,15:56,Cash,69.42,4.761905,3.471,4.3
463-41-7328,A,Yangon,Normal,Male,Fashion accessories,27.71,10,13.855,290.955,02/07/2019,13:02,Cash,277.1,4.761905,13.855,9.5
923-84-3280,B,Mandalay,Normal,Male,Home and lifestyle,92.82,10,46.41,974.61,03/14/2019,16:43,Cash,928.2,4.761905,46.41,5.9
572-79-4004,C,Naypyitaw,Member,Female,Electronic accessories,47.47,4,9.494,199.374,01/11/2019,14:36,Credit card,189.88,4.761905,9.494,5.8
537-69-7889,B,Mandalay,Normal,Male,Electronic accessories,57.39,6,17.217,361.557,03/29/2019,15:29,Cash,344.34,4.761905,17.217,7.0
905-41-9391,B,Mandalay,Normal,Male,Food and beverages,12.38,7,4.333,90.993,01/18/2019,19:58,Cash,86.66,4.761905,4.333,4.5
571-16-2387,B,Mandalay,Member,Female,Health and beauty,77.98,7,27.293,573.153,03/27/2019,10:29,Credit card,545.86,4.761905,27.293,4.8
224-84-9369,A,Yangon,Normal,Male,Home and lifestyle,63.49,5,15.8725,333.3225,03/30/2019,15:55,Ewallet,317.45,4.761905,15.8725,7.4
408-90-6093,C,Naypyitaw,Member,Male,Food and beverages,22.97,8,9.188,192.948,03/28/2019,20:54,Ewallet,183.76,4.761905,9.188,4.8
632-22-5050,C,Naypyitaw,Member,Female,Food and beverages,71.9,2,7.19,150.99,01/20/2019,19:56,Ewallet,143.8,4.761905,7.19,4.4
288-40-9957,A,Yangon,Member,Female,Health and beauty,84.95,8,33.98,713.58,01/16/2019,14:25,Cash,679.6,4.761905,33.98,6.3
859-99-9956,B,Mandalay,Normal,Male,Sports and travel,23.16,1,1.158,24.318,03/26/2019,13:10,Credit card,23.16,4.761905,1.158,5.1
